grid,color1_h,color1_s,color1_v,color2_h,color2_s,color2_v,color3_h,color3_s,color3_v,color4_h,color4_s,color4_v,repeated_colour
"Grid19(32,23)",248,53,71,250,88,92,241,70,84,219,55,39,India Green
"Grid19(33,23)",246,95,87,251,84,100,249,65,65,140,16,96,India Green
"Grid19(34,23)",243,63,71,248,60,75,246,80,64,111,36,82,India Green
"Grid19(0,24)",253,82,82,243,98,59,246,58,92,223,1,55,India Green
"Grid19(1,24)",241,52,53,242,99,65,244,86,67,75,84,55,India Green
"Grid19(2,24)",247,64,50,251,74,66,252,69,77,163,26,26,India Green
"Grid19(3,24)",243,53,51,242,92,80,249,86,67,153,50,64,India Green
"Grid19(4,24)",254,53,98,249,59,56,248,76,80,343,56,57,India Green
"Grid19(5,24)",248,51,100,253,62,90,242,60,72,42,8,89,India Green
"Grid19(6,24)",246,77,83,249,87,79,250,98,64,340,99,35,India Green
"Grid19(7,24)",252,86,58,247,65,70,245,78,59,307,73,54,India Green
"Grid19(8,24)",249,51,83,250,76,100,241,80,53,275,23,15,India Green
"Grid19(9,24)",252,79,57,241,62,63,254,99,69,77,59,42,India Green
"Grid19(10,24)",245,72,94,245,98,93,244,82,62,356,27,60,India Green
"Grid19(11,24)",241,56,73,242,60,68,243,62,74,254,41,79,India Green
"Grid19(12,24)",248,95,70,247,82,62,243,52,95,309,93,71,India Green
"Grid19(13,24)",240,83,69,240,79,82,249,57,62,58,88,91,India Green
"Grid19(14,24)",243,79,88,250,89,81,251,93,56,245,81,53,India Green
"Grid19(15,24)",241,89,62,241,52,64,248,55,67,212,53,3,India Green
"Grid19(16,24)",245,76,59,251,58,95,242,94,86,43,37,8,India Green
"Grid19(17,24)",253,54,72,254,53,89,242,98,81,102,7,79,India Green
"Grid19(18,24)",250,76,65,250,95,88,250,65,52,284,30,92,India Green
"Grid19(19,24)",241,57,90,254,94,96,247,94,67,82,76,63,India Green
"Grid19(20,24)",240,88,82,248,96,51,241,81,84,249,12,91,India Green
"Grid19(21,24)",254,50,53,248,86,83,241,81,51,292,86,4,India Green
"Grid19(22,24)",253,85,60,252,97,97,250,64,74,219,52,58,India Green
"Grid19(23,24)",243,95,62,246,88,70,245,84,87,207,61,10,India Green
"Grid19(24,24)",242,64,52,246,85,78,242,97,61,217,42,26,India Green
"Grid19(25,24)",245,68,62,251,71,86,250,72,67,316,59,55,India Green
"Grid19(26,24)",250,97,84,250,97,93,251,77,81,201,47,72,India Green
"Grid19(27,24)",251,97,55,254,75,74,247,68,91,280,33,3,India Green
"Grid19(28,24)",240,94,66,253,51,53,244,93,64,145,87,18,India Green
"Grid19(29,24)",251,52,56,243,93,90,250,71,83,182,13,19,India Green
"Grid19(30,24)",245,93,98,244,93,62,246,76,63,254,24,76,India Green
"Grid19(31,24)",254,99,58,251,55,73,246,62,89,119,42,1,India Green
"Grid19(32,24)",246,68,63,253,52,74,244,93,68,148,3,29,India Green
"Grid19(33,24)",254,60,84,248,74,85,242,59,84,331,35,37,India Green
"Grid19(34,24)",244,66,72,246,66,52,254,79,92,25,57,13,India Green
"Grid19(0,25)",248,99,77,248,72,100,243,95,87,75,44,84,India Green
"Grid19(1,25)",243,100,97,242,76,95,250,93,52,8,62,54,India Green
"Grid19(2,25)",245,59,77,254,77,93,254,65,53,98,67,94,India Green
"Grid19(3,25)",243,71,95,249,66,87,254,72,50,70,39,43,India Green
"Grid19(4,25)",243,93,86,240,83,84,242,81,80,158,19,32,India Green
"Grid19(5,25)",240,76,56,252,76,69,244,80,93,10,8,21,India Green
"Grid19(6,25)",249,87,84,241,61,50,244,79,83,245,75,94,India Green
"Grid19(7,25)",253,80,71,252,68,78,251,91,99,150,61,42,India Green
"Grid19(8,25)",243,68,71,249,65,82,254,74,85,265,13,36,India Green
"Grid19(9,25)",250,79,52,243,68,82,245,74,85,4,11,24,India Green
"Grid19(10,25)",252,52,73,242,75,78,244,85,87,236,44,80,India Green
"Grid19(11,25)",240,85,93,240,79,99,242,65,50,237,46,79,India Green
"Grid19(12,25)",240,93,76,253,94,69,249,77,60,273,89,47,India Green
"Grid19(13,25)",243,94,100,241,54,64,250,73,89,320,5,60,India Green
"Grid19(14,25)",242,89,80,252,90,91,254,52,62,82,64,7,India Green
"Grid19(15,25)",240,69,99,251,91,53,247,76,51,101,19,100,India Green
"Grid19(16,25)",245,100,59,251,67,82,252,81,53,98,100,88,India Green
"Grid19(17,25)",243,93,55,250,85,89,252,92,60,334,34,97,India Green
"Grid19(18,25)",254,57,96,242,92,97,244,60,97,355,94,48,India Green
"Grid19(19,25)",248,82,73,245,61,55,251,91,66,152,84,48,India Green
"Grid19(20,25)",245,52,92,253,84,85,243,80,85,76,11,38,India Green
"Grid19(21,25)",245,54,64,241,58,60,244,81,54,8,84,42,India Green
"Grid19(22,25)",250,56,78,246,64,55,254,68,65,323,54,88,India Green
"Grid19(23,25)",243,98,80,240,84,71,243,91,79,116,75,71,India Green
"Grid19(24,25)",252,70,96,246,92,92,241,70,71,150,68,89,India Green
"Grid19(25,25)",252,53,78,254,100,100,254,58,88,90,25,28,India Green
"Grid19(26,25)",247,55,100,247,66,54,244,79,98,184,52,68,India Green
"Grid19(27,25)",254,84,75,244,63,63,249,55,95,298,97,29,India Green
"Grid19(28,25)",249,95,68,249,80,78,242,96,98,341,49,16,India Green
"Grid19(29,25)",247,74,96,243,85,85,248,78,64,255,45,64,India Green
"Grid19(30,25)",245,73,96,244,57,70,243,96,52,193,82,47,India Green
"Grid19(31,25)",245,59,84,240,58,71,243,60,54,256,44,31,India Green
"Grid19(32,25)",244,95,74,247,69,57,248,75,82,277,59,14,India Green
"Grid19(33,25)",251,87,88,244,93,65,246,64,60,46,92,2,India Green
"Grid19(34,25)",254,60,84,247,57,96,252,62,58,265,65,63,India Green
"Grid19(0,26)",249,59,84,243,91,83,241,96,51,280,84,36,India Green
"Grid19(1,26)",248,52,62,241,100,92,242,89,52,213,66,26,India Green
"Grid19(2,26)",249,98,53,252,97,91,251,100,53,230,58,73,India Green
"Grid19(3,26)",246,85,65,246,75,98,242,54,57,16,12,59,India Green
"Grid19(4,26)",243,78,60,243,51,68,253,82,61,169,31,28,India Green
"Grid19(5,26)",240,82,92,243,52,58,252,76,98,318,30,11,India Green
"Grid19(6,26)",247,77,97,248,57,58,240,63,60,50,61,66,India Green
"Grid19(7,26)",251,63,99,247,73,76,249,52,58,307,65,56,India Green
"Grid19(8,26)",252,94,87,242,62,63,254,85,92,45,21,4,India Green
"Grid19(9,26)",249,51,63,245,94,93,254,67,68,210,54,6,India Green
"Grid19(10,26)",247,53,79,253,80,57,240,59,71,24,66,39,India Green
"Grid19(11,26)",254,59,90,242,84,72,247,63,72,335,34,43,India Green
"Grid19(12,26)",241,93,59,247,90,96,248,65,65,44,99,84,India Green
"Grid19(13,26)",246,70,55,252,95,89,253,94,89,329,100,61,India Green
"Grid19(14,26)",250,70,84,248,64,81,247,73,100,169,73,49,India Green
"Grid19(15,26)",241,69,57,254,90,77,251,55,98,310,90,37,India Green
"Grid19(16,26)",245,55,79,249,84,81,247,80,52,257,76,34,India Green
"Grid19(17,26)",245,54,53,241,76,95,249,88,80,277,43,98,India Green
"Grid19(18,26)",254,84,91,250,73,73,247,72,73,126,89,78,India Green
"Grid19(19,26)",240,50,82,254,79,52,249,90,90,217,56,72,India Green
"Grid19(20,26)",244,84,74,248,74,83,243,100,72,97,24,41,India Green
"Grid19(21,26)",243,99,92,245,52,65,246,54,62,285,87,15,India Green
"Grid19(22,26)",247,61,73,252,66,67,250,99,50,172,98,29,India Green
"Grid19(23,26)",241,67,69,246,68,61,240,89,88,161,33,2,India Green
"Grid19(24,26)",247,85,75,251,84,64,243,75,94,77,48,59,India Green
"Grid19(25,26)",250,96,64,251,57,77,254,66,72,36,38,37,India Green
"Grid19(26,26)",253,64,86,254,93,87,246,69,87,344,44,90,India Green
"Grid19(27,26)",247,91,56,240,65,92,253,82,72,287,63,64,India Green
"Grid19(28,26)",244,75,66,244,89,97,248,64,74,74,100,35,India Green
"Grid19(29,26)",243,81,80,247,52,93,242,50,60,288,42,83,India Green
"Grid19(30,26)",242,79,80,254,93,92,254,86,79,324,60,51,India Green
"Grid19(31,26)",242,80,70,242,54,64,243,60,78,77,83,80,India Green
"Grid19(32,26)",254,79,92,246,72,95,254,81,99,240,28,77,India Green
"Grid19(33,26)",250,98,90,253,56,51,250,64,98,213,33,44,India Green
"Grid19(34,26)",247,85,65,241,61,62,247,62,75,187,4,9,India Green
"Grid19(0,27)",253,50,92,251,89,77,244,90,90,360,74,8,India Green
"Grid19(1,27)",245,67,94,247,80,65,248,58,93,9,31,27,India Green
"Grid19(2,27)",249,59,98,240,56,70,245,55,81,126,64,51,India Green
"Grid19(3,27)",254,67,67,240,60,99,240,84,62,271,52,39,India Green
"Grid19(4,27)",253,54,56,244,55,71,248,97,88,207,41,36,India Green
"Grid19(5,27)",242,73,58,252,90,75,251,83,50,181,62,59,India Green
"Grid19(6,27)",248,90,70,244,60,61,252,76,67,151,92,94,India Green
"Grid19(7,27)",244,89,86,249,67,73,252,56,92,142,23,25,India Green
"Grid19(8,27)",250,84,55,240,78,52,248,100,73,279,80,49,India Green
"Grid19(9,27)",254,56,94,248,88,61,249,85,99,229,5,71,India Green
"Grid19(10,27)",248,62,66,252,71,67,240,63,78,307,62,30,India Green
"Grid19(11,27)",252,58,72,243,99,91,252,75,53,279,33,81,India Green
"Grid19(12,27)",248,94,57,241,72,96,241,72,51,325,19,96,India Green
"Grid19(13,27)",245,60,64,243,75,75,249,70,70,296,0,62,India Green
"Grid19(14,27)",250,77,90,249,93,68,241,81,91,31,74,57,India Green
"Grid19(15,27)",248,73,58,243,77,94,242,50,81,358,77,61,India Green
"Grid19(16,27)",248,87,94,250,73,54,248,50,89,4,93,86,India Green
"Grid19(17,27)",242,63,80,244,89,91,252,96,66,67,27,73,India Green
"Grid19(18,27)",247,71,89,243,69,80,241,50,95,168,50,18,India Green
"Grid19(19,27)",248,98,52,244,71,71,241,65,55,334,12,95,India Green
"Grid19(20,27)",246,72,59,245,71,64,242,74,57,166,20,31,India Green
"Grid19(21,27)",252,54,72,247,74,93,240,95,97,81,11,47,India Green
"Grid19(22,27)",241,55,81,250,70,53,246,100,60,136,14,13,India Green
"Grid19(23,27)",252,79,87,245,55,93,244,88,86,236,1,30,India Green
"Grid19(24,27)",245,63,77,243,73,80,241,95,96,141,26,13,India Green
"Grid19(25,27)",245,51,78,243,60,63,248,67,69,217,23,44,India Green
"Grid19(26,27)",247,72,72,251,65,94,241,79,84,329,78,24,India Green
"Grid19(27,27)",243,54,94,241,95,58,248,89,75,80,98,50,India Green
"Grid19(28,27)",245,99,68,253,69,88,251,81,55,225,23,68,India Green
"Grid19(29,27)",245,91,62,252,68,73,240,94,94,124,51,30,India Green
"Grid19(30,27)",253,71,59,251,93,91,249,60,87,41,4,88,India Green
"Grid19(31,27)",246,86,60,250,51,62,251,91,79,253,8,92,India Green
"Grid19(32,27)",250,53,86,244,82,60,242,91,96,186,25,35,India Green
"Grid19(33,27)",243,55,99,249,57,52,250,50,87,125,60,29,India Green
"Grid19(34,27)",253,53,87,243,90,68,250,94,80,307,4,67,India Green
"Grid19(0,28)",247,68,76,248,51,98,250,90,66,116,45,50,India Green
"Grid19(1,28)",241,77,92,244,50,84,244,59,87,262,79,34,India Green
"Grid19(2,28)",248,57,71,251,51,52,249,51,92,332,35,36,India Green
"Grid19(3,28)",243,97,66,242,68,81,242,67,79,197,27,91,India Green
"Grid19(4,28)",245,80,94,240,95,65,242,82,69,83,51,20,India Green
"Grid19(5,28)",250,78,94,240,100,72,249,87,63,209,19,7,India Green
"Grid19(6,28)",253,71,69,246,92,80,244,64,96,18,86,9,India Green
"Grid19(7,28)",247,70,85,252,100,56,243,89,98,198,33,51,India Green
"Grid19(8,28)",252,59,55,252,99,92,240,80,69,92,100,52,India Green
"Grid19(9,28)",246,67,81,242,81,62,250,52,71,213,35,76,India Green
"Grid19(10,28)",248,72,69,252,51,88,253,100,78,288,46,75,India Green
"Grid19(11,28)",253,62,53,250,65,72,250,89,85,148,16,20,India Green
"Grid19(12,28)",248,88,84,246,99,52,253,76,95,135,100,28,India Green
"Grid19(13,28)",250,97,55,248,84,84,240,67,69,54,6,92,India Green
"Grid19(14,28)",253,97,84,250,78,78,242,93,65,338,42,85,India Green
"Grid19(15,28)",245,82,74,246,64,60,245,50,70,175,40,44,India Green
"Grid19(16,28)",242,51,74,245,79,89,244,91,70,229,3,51,India Green
"Grid19(17,28)",251,92,62,254,67,71,247,96,100,200,76,24,India Green
"Grid19(18,28)",244,59,58,252,82,53,241,55,53,103,66,85,India Green
"Grid19(19,28)",244,91,93,247,100,74,250,77,85,215,67,67,India Green
"Grid19(20,28)",247,51,70,247,98,59,252,77,52,119,44,72,India Green
"Grid19(21,28)",247,82,67,246,70,62,253,53,76,132,59,44,India Green
"Grid19(22,28)",242,74,55,247,67,59,243,61,94,308,88,48,India Green
"Grid19(23,28)",243,69,80,254,71,59,246,88,95,224,9,35,India Green
"Grid19(24,28)",254,70,76,246,53,86,250,76,94,29,70,35,India Green
"Grid19(25,28)",254,64,69,250,93,88,252,92,69,196,18,88,India Green
"Grid19(26,28)",249,79,69,240,67,96,241,90,84,28,39,67,India Green
"Grid19(27,28)",242,66,74,240,79,57,251,74,78,223,52,38,India Green
"Grid19(28,28)",250,86,85,251,59,83,248,64,52,233,100,90,India Green
"Grid19(29,28)",253,87,98,247,57,67,242,94,58,111,11,88,India Green
"Grid19(30,28)",241,82,95,248,70,57,253,52,85,217,32,41,India Green
"Grid19(31,28)",252,95,73,249,84,60,254,51,86,326,66,41,India Green
"Grid19(32,28)",245,55,89,250,77,93,243,64,58,284,50,77,India Green
"Grid19(33,28)",251,83,71,251,83,53,247,55,66,317,16,89,India Green
"Grid19(34,28)",243,86,62,244,66,78,240,54,94,10,82,49,India Green
"Grid19(0,29)",243,70,58,249,61,99,244,72,94,231,48,71,India Green
"Grid19(1,29)",254,66,99,243,77,79,254,74,65,20,25,14,India Green
"Grid19(2,29)",254,50,78,254,61,59,252,62,87,354,8,30,India Green
"Grid19(3,29)",241,96,54,246,82,61,244,83,78,91,17,11,India Green
"Grid19(4,29)",253,70,70,240,59,95,246,65,80,147,7,83,India Green
"Grid19(5,29)",246,90,53,243,70,97,251,85,61,275,55,12,India Green
"Grid19(6,29)",254,53,64,248,96,85,248,59,63,346,98,37,India Green
"Grid19(7,29)",247,85,58,246,71,51,248,77,72,94,62,84,India Green
"Grid19(8,29)",248,81,99,241,73,57,253,66,70,279,53,1,India Green
"Grid19(9,29)",251,86,65,254,86,52,241,58,93,339,45,31,India Green
"Grid19(10,29)",242,69,89,251,67,70,254,52,64,89,70,94,India Green
"Grid19(11,29)",248,81,72,248,77,98,250,95,85,57,93,98,India Green
"Grid19(12,29)",247,96,72,244,57,57,245,66,90,48,42,77,India Green
"Grid19(13,29)",252,63,68,241,87,84,250,63,92,219,39,85,India Green
"Grid19(14,29)",248,98,70,250,70,52,249,77,55,352,22,91,India Green
"Grid19(15,29)",241,89,51,247,87,55,248,71,84,259,69,79,India Green
"Grid19(16,29)",242,79,59,249,69,79,243,94,97,335,26,73,India Green
"Grid19(17,29)",246,81,89,243,82,69,243,57,64,38,99,36,India Green
"Grid19(18,29)",252,71,77,253,84,75,244,64,79,319,74,71,India Green
"Grid19(19,29)",241,61,75,240,62,95,245,63,75,213,33,65,India Green
"Grid19(20,29)",253,66,78,249,67,94,244,76,97,94,64,70,India Green
"Grid19(21,29)",247,68,55,241,78,54,252,80,76,73,25,35,India Green
"Grid19(22,29)",241,77,52,243,81,63,249,72,97,338,3,0,India Green
"Grid19(23,29)",247,57,81,246,96,68,254,67,84,15,90,79,India Green
"Grid19(24,29)",243,86,52,253,80,62,242,95,88,336,45,45,India Green
"Grid19(25,29)",246,69,98,243,90,89,244,73,89,156,4,86,India Green
"Grid19(26,29)",249,80,63,243,100,93,253,95,54,287,66,54,India Green
"Grid19(27,29)",252,63,66,254,53,74,240,62,99,110,77,22,India Green
"Grid19(28,29)",248,50,60,245,61,65,246,94,99,121,36,1,India Green
"Grid19(29,29)",250,86,85,249,52,76,248,98,99,54,89,11,India Green
"Grid19(30,29)",252,83,99,252,51,98,247,73,59,172,6,75,India Green
"Grid19(31,29)",251,52,94,249,66,56,240,66,70,277,91,22,India Green
"Grid19(32,29)",240,90,56,242,97,55,253,54,68,203,66,39,India Green
"Grid19(33,29)",252,78,60,244,86,93,241,90,70,120,36,8,India Green
"Grid19(34,29)",246,95,94,246,74,56,249,84,61,118,22,41,India Green
"Grid19(0,30)",245,60,66,240,84,86,242,100,84,350,28,76,India Green
"Grid19(1,30)",252,83,67,252,97,100,246,64,93,192,51,26,India Green
"Grid19(2,30)",252,82,91,250,98,75,240,72,65,249,88,94,India Green
"Grid19(3,30)",243,89,99,254,88,65,241,68,80,56,63,91,India Green
"Grid19(4,30)",243,58,82,252,71,75,251,66,57,360,57,39,India Green
"Grid19(5,30)",244,100,87,248,100,80,248,72,52,122,85,96,India Green
"Grid19(6,30)",249,88,96,240,70,80,247,97,65,287,49,80,India Green
"Grid19(7,30)",252,50,65,251,61,97,243,80,97,62,14,39,India Green
"Grid19(8,30)",245,91,61,244,79,57,254,93,73,215,22,80,India Green
"Grid19(9,30)",250,74,99,244,98,86,248,62,77,304,36,67,India Green
"Grid19(10,30)",247,83,71,252,75,60,242,96,72,315,13,34,India Green
"Grid19(11,30)",250,82,87,242,56,80,246,51,91,311,34,62,India Green
"Grid19(12,30)",245,73,94,248,68,71,247,55,76,316,4,91,India Green
"Grid19(13,30)",241,58,51,245,64,69,246,92,86,50,64,85,India Green
"Grid19(14,30)",252,90,58,240,82,94,241,64,51,92,54,61,India Green
"Grid19(15,30)",253,56,52,253,97,84,245,54,68,83,12,98,India Green
"Grid19(16,30)",242,65,78,248,84,63,250,52,74,129,56,73,India Green
"Grid19(17,30)",246,59,54,252,68,81,245,64,95,280,81,91,India Green
"Grid19(18,30)",243,65,58,254,73,73,242,61,99,224,30,18,India Green
"Grid19(19,30)",243,77,77,246,97,55,252,52,99,286,53,36,India Green
"Grid19(20,30)",249,71,50,249,51,69,254,91,60,59,3,77,India Green
"Grid19(21,30)",242,55,73,244,76,78,247,86,57,43,58,59,India Green
"Grid19(22,30)",245,51,60,249,89,68,241,69,100,246,45,1,India Green
"Grid19(23,30)",254,72,93,247,63,71,252,88,96,203,97,18,India Green
"Grid19(24,30)",240,99,95,250,73,68,244,53,63,132,3,64,India Green
"Grid19(25,30)",247,55,87,242,63,68,245,87,65,181,57,25,India Green
"Grid19(26,30)",251,94,94,253,53,62,253,86,58,337,94,29,India Green
"Grid19(27,30)",249,71,62,246,95,100,246,58,51,221,28,41,India Green
"Grid19(28,30)",248,62,84,251,76,53,245,95,100,47,2,26,India Green
"Grid19(29,30)",241,78,86,254,58,91,245,99,66,98,65,27,India Green
"Grid19(30,30)",247,98,96,244,62,92,253,72,64,240,20,43,India Green
"Grid19(31,30)",240,71,94,253,81,63,247,63,71,232,92,70,India Green
"Grid19(32,30)",254,99,59,250,86,96,248,76,84,254,94,95,India Green
"Grid19(33,30)",251,100,89,249,96,94,245,63,81,191,61,48,India Green
"Grid19(34,30)",244,53,80,240,51,89,254,85,79,107,67,53,India Green
"Grid19(0,31)",249,71,89,247,51,52,254,99,52,79,46,28,India Green
"Grid19(1,31)",243,64,97,240,66,76,241,83,95,216,70,0,India Green
"Grid19(2,31)",242,90,69,245,97,66,245,57,96,217,5,68,India Green
"Grid19(3,31)",243,60,84,251,57,81,246,62,87,64,59,19,India Green
"Grid19(4,31)",244,79,59,253,74,65,244,82,80,47,82,82,India Green
"Grid19(5,31)",247,98,62,244,71,84,241,59,85,74,15,10,India Green
"Grid19(6,31)",252,56,82,244,66,82,248,78,65,192,47,38,India Green
"Grid19(7,31)",252,54,95,251,66,53,251,100,83,333,23,90,India Green
"Grid19(8,31)",254,83,94,246,86,63,251,74,85,227,84,72,India Green
"Grid19(9,31)",246,79,99,241,79,69,242,68,63,294,48,32,India Green
"Grid19(10,31)",250,51,96,246,96,53,246,86,74,161,42,87,India Green
"Grid19(11,31)",247,86,68,244,81,78,248,97,51,279,31,21,India Green
"Grid19(12,31)",251,73,55,243,95,83,247,80,99,38,27,51,India Green
"Grid19(13,31)",247,56,73,244,58,100,241,56,58,11,55,63,India Green
"Grid19(14,31)",253,63,100,243,80,97,243,84,72,105,85,25,India Green
"Grid19(15,31)",242,85,86,253,72,63,252,78,80,289,61,57,India Green
"Grid19(16,31)",245,75,66,250,71,60,248,52,63,184,91,17,India Green
"Grid19(17,31)",248,79,85,247,59,56,249,82,56,1,73,53,India Green
"Grid19(18,31)",246,77,72,249,50,89,247,61,96,7,23,13,India Green
"Grid19(19,31)",244,77,71,254,54,68,249,53,59,97,71,13,India Green
"Grid19(20,31)",248,83,62,245,83,78,244,59,62,316,50,44,India Green
"Grid19(21,31)",253,83,85,247,74,94,245,51,73,197,82,86,India Green
"Grid19(22,31)",251,53,65,245,96,84,253,88,51,20,0,0,India Green
"Grid19(23,31)",247,64,79,243,92,51,247,83,83,272,39,67,India Green
"Grid19(24,31)",248,94,96,245,61,91,241,53,60,333,56,52,India Green
"Grid19(25,31)",253,58,98,241,78,72,253,97,56,305,92,16,India Green
"Grid19(26,31)",241,62,66,254,57,61,251,76,72,97,97,27,India Green
"Grid19(27,31)",241,86,94,249,73,58,250,59,57,12,80,88,India Green
"Grid19(28,31)",254,95,84,243,53,93,248,66,77,255,74,69,India Green
"Grid19(29,31)",252,83,66,243,55,73,253,74,65,346,69,80,India Green
"Grid19(30,31)",254,50,53,246,83,89,251,95,82,278,84,11,India Green
"Grid19(31,31)",244,88,50,252,66,73,250,62,63,356,3,84,India Green
"Grid19(32,31)",246,64,50,250,51,57,249,54,98,153,10,2,India Green
"Grid19(33,31)",254,85,50,246,92,77,247,77,61,9,58,82,India Green
"Grid19(34,31)",240,59,60,248,50,87,247,53,73,350,33,40,India Green
"Grid19(0,32)",240,99,60,253,88,63,246,66,50,259,76,19,India Green
"Grid19(1,32)",254,84,62,248,78,70,244,94,74,248,72,52,India Green
"Grid19(2,32)",248,94,61,245,88,71,249,56,66,74,69,17,India Green
"Grid19(3,32)",242,62,56,246,95,94,240,82,65,10,0,82,India Green
"Grid19(4,32)",253,65,61,249,67,100,252,81,86,87,14,23,India Green
"Grid19(5,32)",249,91,62,242,71,94,249,89,50,214,18,92,India Green
"Grid19(6,32)",240,79,75,246,89,55,254,65,82,42,47,81,India Green
"Grid19(7,32)",251,74,90,240,56,72,246,82,66,177,32,1,India Green
"Grid19(8,32)",241,86,81,244,50,89,244,83,54,183,36,20,India Green
"Grid19(9,32)",249,64,61,243,65,57,245,100,83,55,9,54,India Green
"Grid19(10,32)",241,77,53,241,75,62,241,91,97,225,30,27,India Green
"Grid19(11,32)",251,62,59,253,64,60,253,61,67,284,0,82,India Green
"Grid19(12,32)",247,98,59,243,82,98,242,73,58,241,77,10,India Green
"Grid19(13,32)",240,84,76,240,61,76,252,68,99,172,97,53,India Green
"Grid19(14,32)",254,95,92,244,92,51,251,56,93,320,8,13,India Green
"Grid19(15,32)",247,75,93,250,63,64,246,62,89,232,42,14,India Green
"Grid19(16,32)",245,56,53,245,51,77,253,81,70,260,100,22,India Green
"Grid19(17,32)",249,92,69,250,88,52,254,83,53,254,93,15,India Green
"Grid19(18,32)",253,83,92,248,64,51,241,74,84,22,91,4,India Green
"Grid19(19,32)",245,54,60,248,79,68,250,50,76,107,93,64,India Green
"Grid19(20,32)",251,50,74,248,63,62,251,51,95,41,9,54,India Green
"Grid19(21,32)",248,77,86,254,89,74,246,86,78,342,43,80,India Green
"Grid19(22,32)",241,50,82,250,90,92,240,85,81,126,62,63,India Green
"Grid19(23,32)",253,58,51,249,94,53,249,81,81,26,77,20,India Green
"Grid19(24,32)",251,95,60,251,82,97,242,80,60,113,89,24,India Green
"Grid19(25,32)",248,86,54,240,94,89,246,80,75,176,100,70,India Green
"Grid19(26,32)",241,60,81,254,67,65,250,90,95,100,62,83,India Green
"Grid19(27,32)",249,55,99,242,56,51,254,93,79,196,70,32,India Green
